selling_price,seller_type,Km_driven,owner_type,fuel_type,transmission_type,Mileage_KMpH,Engine_cc,max_power_bhp,Seats,No_year
8.49,200,65000,100,200,100,19.67,1582,126.2,5,7
8.75,200,59706,100,200,100,15.1,2179,140,7,7
5,200,26000,100,100,100,17,1198,73.75,5,6
5.5,200,50000,100,200,100,21.19,1396,88.73,5,6
6.3,100,30000,100,100,100,19,1194,94.68,5,4
2.4,100,60000,100,200,100,19.4,1422,70,5,12
3,100,76000,100,100,100,17.71,1197,78.9,5,9
7,100,11448,100,100,100,17,1497,121.36,5,5
7.25,200,31031,100,200,100,25.5,1498,98.6,5,5
4.5,200,40813,100,100,100,18.9,1197,81.86,5,5
2.75,200,37300,100,100,100,18.9,998,67.1,5,10
4.5,100,47000,100,200,100,20.14,1498,88.8,5,7
2.25,200,46252,100,100,100,17.7,1497,78,5,14
5.75,100,35000,100,200,100,24,1186,73.97,5,3
2.7,200,96315,100,200,100,17.8,1399,67,5,11
1.25,100,35000,100,100,100,14,796,35,5,11
3,100,5000,100,100,100,24.7,796,47.3,5,4
3.95,200,33000,100,100,100,19.1,1197,85.8,5,8
6.25,200,52000,100,200,100,22.54,1396,88.73,5,6
6.95,200,58000,100,200,100,18.49,1493,100,7,6
3.79,200,55000,100,100,100,16.8,1497,116.3,5,10
4.25,200,76000,100,200,100,22.9,1248,74,5,10
3.7,100,90000,100,200,100,23.4,1248,74,5,9
6.15,100,25000,100,200,100,25.83,1498,99,5,5
3.7,200,60000,100,200,100,19.3,1248,73.9,5,10
2,100,37000,100,100,100,19,998,67.1,5,9
7.25,200,34000,100,200,200,28.4,1248,74,5,4
2.25,100,18000,100,100,100,15.37,1196,73,7,9
1.9,100,60000,100,100,100,20.36,1197,78.9,5,12
3,200,62000,100,200,100,21.64,1461,84.8,5,10
5.35,100,64000,100,200,100,22.54,1396,88.73,5,6
3.5,100,37000,100,200,100,23.08,1461,63.1,5,7
6.59,100,57350,100,200,100,25.83,1498,99,5,4
2.7,200,46100,100,100,100,20.36,1197,78.9,5,10
4.6,100,25000,100,100,100,20.85,1197,83.14,5,7
2.99,200,48000,100,100,100,15.5,1586,103.3,5,9
3.35,100,30000,100,200,100,24,1120,70,5,7
1.4,100,21000,100,100,100,19.7,796,46.3,5,10
3.5,100,30000,100,100,100,23.95,998,67.05,5,3
2.55,100,25000,100,100,100,24.7,796,47.3,5,4
6.99,200,42000,100,200,100,24.52,1248,88.5,7,6
2.34,100,20000,100,100,100,21.1,814,55.2,5,7
1.92,100,120000,100,100,100,18.9,998,67.1,5,11
4.2,200,61000,100,200,100,20,1399,68.05,5,8
7.15,100,17000,100,200,100,21.5,1497,108.5,5,3
1.2,200,64000,100,100,100,21.79,998,67.05,5,16
9.55,100,1500,100,100,100,15.8,1591,121.3,5,2
12,100,15000,100,100,100,15.8,1591,121.3,5,3
1.9,100,60000,100,100,100,16.1,1298,88.2,5,14
9.5,100,40000,100,200,100,24.2,1498,93.87,7,3
2.9,200,21696,100,100,100,22.7,799,53.64,5,5
8.75,200,18000,100,100,100,14.28,1798,138.03,5,7
1.19,100,25000,100,100,100,17.92,1086,62.1,5,14
5.75,200,67000,100,200,100,14.59,1493,113.42,5,9
12.95,200,40000,100,200,100,20.5,1582,126.2,5,4
9,200,57900,100,200,100,12.99,2494,100,7,7
3,100,70000,100,100,100,17,1197,80,5,10
11.75,200,58000,100,100,100,13,1591,121.3,5,5
2.75,200,66100,100,200,100,22.9,1248,74,5,10
4.49,200,36258,100,100,100,13.24,1598,102.5,5,7
3.1,100,50000,100,200,100,17.8,1399,67,5,11
2.7,200,39000,100,100,100,22,814,55,5,9
4.6,100,55000,100,100,100,18.16,1196,86.8,5,6
9.3,100,100000,100,200,200,16.96,1968,138.03,5,8
5.3,200,90000,100,200,100,22.32,1582,126.3,5,9
6.4,200,41394,100,100,100,17,1197,80,5,5
3.7,200,27027,100,100,100,23.1,998,67.04,5,8
5.25,200,55000,100,100,100,17.3,1497,117.3,7,7
4.6,200,58000,100,200,100,22.07,1199,73.9,5,9
2.75,200,76154,100,100,100,19.7,796,46.3,5,10
5.25,200,75875,100,200,100,14,2179,138.1,7,8
21.5,200,68000,100,200,200,15.73,1968,174.33,5,7
3,200,29029,100,100,100,19.4,1198,86.8,5,9
4.19,200,5000,100,100,100,18.15,1198,82,6,4
1.99,200,50111,100,200,100,16.2,1493,110,5,12
3,100,60000,100,100,100,20.36,1197,78.9,5,10
4.7,200,49000,100,200,100,26.59,1248,74,5,7
3.8,100,10000,100,100,100,23.01,999,67,5,4
2.49,100,22000,100,100,100,22.74,796,47.3,5,7
9.5,100,30000,100,100,200,17.8,1496,105.5,5,3
2.8,200,57720,100,100,100,17,1497,118,5,13
5,100,20000,100,100,100,19.44,999,75,5,3
6.35,100,30000,100,100,100,18.6,1197,81.86,5,3
4.25,100,10000,100,100,100,23.84,1199,84,5,5
5,100,40000,100,100,100,20.85,1197,83.14,5,6
8.2,200,55000,100,200,200,18.49,1493,100,7,5
1.5,200,74000,100,100,100,17.92,1086,62.1,5,14
5.65,100,90000,100,200,100,22.77,1498,98.59,5,7
5.7,100,70000,100,200,100,26.59,1248,74,5,6
1.8,100,57000,100,100,100,19.81,1086,68.05,5,13
6.75,200,62320,100,200,100,28.09,1248,88.5,5,5
2.65,200,45000,100,100,100,24.7,796,47.3,5,7
12,100,57000,100,200,100,17.6,2179,153.86,7,5
5.2,100,80000,100,200,100,27.39,1248,74,5,5
2.49,100,3851,100,100,100,18.6,1199,79.4,5,9
3,100,124000,100,200,100,17.8,1399,67,5,10
1.69,200,46541,100,100,100,17.43,1396,105.5,5,11
2.68,200,56468,100,100,100,20.36,1197,78.9,5,10
6.5,200,34000,100,100,200,17.21,1197,103.5,5,6
6.5,100,2000,100,100,100,19.5,1199,88.76,5,3
16.75,200,66240,100,200,100,13.68,2393,147.8,7,6
2.21,100,80000,100,100,100,17.5,1197,85.8,5,11
6.24,200,55000,100,100,100,17.8,1497,117.3,5,6
8.5,200,10000,100,100,200,21.4,1197,83.1,5,3
1.85,200,50000,100,100,100,13.4,1794,125,5,16
2.45,100,50000,100,100,100,18.5,1197,80,5,12
5.25,200,103000,100,200,100,25.8,1498,98.6,5,6
6.3,100,40000,100,200,100,21.19,1396,88.76,5,4
15.95,200,26500,100,200,200,20.38,1968,143,5,7
7.5,100,90000,100,200,100,21.38,1396,88.7,5,7
7,100,80000,100,200,100,15.1,2179,140,7,9
3.4,200,28000,100,100,100,24.7,796,47.3,5,5
6.5,200,83000,100,200,100,24.4,1499,98.96,5,5
10.9,100,80000,100,200,100,16,2179,140,7,6
3.85,100,32000,100,100,100,18.15,1198,82,6,6
8.4,200,43221,100,200,100,12.99,2494,100.6,7,12
8.51,200,16000,100,200,100,19.67,1582,126.2,5,6
3,100,106600,100,100,100,18.6,1197,85.8,5,10
5.65,200,89000,100,200,100,25.2,1248,74,5,7
4.25,200,7245,100,100,100,18.9,1197,81.86,5,4
6.5,100,9600,100,100,100,19.83,1198,67,7,4
15.5,100,5000,100,200,100,15.1,2179,152.87,7,3
5.4,100,50000,100,200,100,20.5,1248,91.7,5,6
2.39,200,29289,100,100,100,22.74,796,47.3,5,6
1.8,100,30000,100,100,100,21.1,814,55.2,5,9
5.5,100,27000,100,100,100,22,1197,81.8,5,3
2.1,200,59000,100,200,100,24,1120,70,5,13
4.8,100,20000,100,100,100,20.3,1086,68,5,3
2.5,100,50000,100,100,100,22.7,799,53.64,5,4
5.5,100,145495,100,200,100,23.4,1248,74,5,9
5.25,200,36000,100,100,100,18.9,1197,81.86,5,3
2.35,200,32099,100,100,100,19.4,1198,86.8,5,10
6.25,200,12600,100,100,100,16.2,1199,74,5,3
4.5,100,120000,100,200,100,26.59,1248,74,5,7
4,200,130130,100,200,100,25.2,1248,74,5,6
3.4,100,120000,100,200,100,20.45,1461,83.8,5,9
4.25,200,36844,100,100,100,19.1,1197,82,5,7
3,100,9500,100,100,100,22.7,799,53,5,5
5.9,100,70000,100,200,100,26.59,1248,74,5,5
6.2,100,120000,100,200,100,14,2179,138.1,7,7
4.25,200,8001,100,100,100,15.37,1196,73,5,2
5.25,100,60000,100,200,100,20.45,1461,83.8,5,6
6.1,200,79000,100,200,100,20.77,1248,88.8,7,8
6.6,100,60000,100,200,100,15.1,2179,140,7,7
9,100,60000,100,200,100,25.1,1248,88.5,5,4
5.2,200,48148,100,100,100,18.6,1197,85.8,5,5
2.7,200,43099,100,100,100,16.95,1498,97.6,5,9
1.9,100,25000,100,100,100,18.9,998,67.1,5,12
3.49,200,41200,100,100,100,18.6,1199,88.76,5,6
3.1,200,110844,100,200,100,19.5,1199,75,5,11
3.08,100,5000,100,100,100,15.37,1196,73,5,6
6.29,200,34000,100,200,100,25.1,1498,98.6,5,6
5.25,200,57000,100,200,100,26.59,1248,74,5,7
3.3,100,30000,100,100,100,17,1499,109,5,10
5.5,100,50000,100,200,100,20.5,1248,91.72,5,7
7.95,200,34000,100,100,100,20.73,1373,91.1,5,5
4.8,200,72536,100,100,100,17,1197,80,5,8
6.1,100,15000,100,100,100,20.73,1373,91.1,5,7
4.2,100,30000,100,100,100,20.85,1197,83.14,5,7
3.65,200,44000,100,200,100,20.54,1598,103.6,5,9
18.5,100,70000,100,200,100,13.68,2393,147.8,7,4
7.5,200,24000,100,100,100,15.29,1591,121.3,5,6
3.5,100,90000,100,200,100,20.77,1248,88.76,7,10
2.19,200,38452,100,100,100,20.36,1197,78.9,5,10
3.4,100,50000,100,200,100,20.3,1248,75,5,9
3.25,200,34000,100,200,100,21.9,1396,88.76,5,9
2.75,200,66001,100,200,100,22.9,1248,74,5,10
6.2,100,37000,100,200,100,24.4,1120,71,5,7
3,100,110000,100,200,100,23.2,1248,73.94,5,9
1.66,100,28640,100,100,100,18.9,998,67.1,5,14
7.5,100,30000,100,200,100,16.5,1493,70,7,4
2.65,200,37500,100,100,100,18.06,1198,75,5,8
5.75,100,50000,100,100,100,21.4,1197,83.1,5,6
4.78,100,110000,100,200,100,23.08,1461,63.1,5,5
8.25,200,36000,100,200,100,23,1498,98.96,5,4
3.1,200,66692,100,100,100,17,1197,80,5,11
2.7,200,8230,100,100,100,20.92,998,67.1,5,6
2.44,100,35000,100,100,100,25.17,799,53.3,5,6
4.4,100,120000,100,200,100,23.4,1248,74,5,8
5,100,60000,100,200,100,20.45,1461,83.8,5,7
7.5,200,66500,100,200,100,19.67,1582,126.2,5,7
2.5,100,40000,100,100,100,17.6,1496,88.73,5,11
6.3,100,30000,100,100,100,19,1194,94.68,5,4
3,100,25000,100,100,100,21.1,1197,85.8,5,12
3,100,7000,100,100,100,23.95,998,67.05,5,5
2.15,100,60000,100,300,100,26.2,998,58.2,5,10
5.4,100,25000,100,100,100,19.1,1197,85.8,5,10
8,100,2000,100,200,100,20,1497,115,5,2
4.2,100,58000,100,200,100,23.4,1248,74,5,9
1.5,100,47500,100,100,100,16.2,995,62.1,5,8
3,100,110000,100,200,100,14.2,1299,70,5,13
4.25,200,38963,100,100,100,21.63,998,67.04,5,5
6.9,200,40000,100,200,100,24.2,1498,98.6,7,8
2.76,100,30000,100,100,100,20.63,1198,67,5,7
6,200,63001,100,200,100,23.8,1499,98.97,5,4
1.15,100,120000,100,100,100,16,995,63,5,14
4.5,200,57351,100,200,100,22.9,1248,74,5,8
7.5,100,70000,100,200,100,21.04,1461,83.8,7,5
6.49,200,69000,100,200,200,17.2,1968,138.1,5,9
4.12,200,9450,100,100,200,20.51,998,67,5,4
8.79,100,20000,100,200,100,15.4,1997,120,7,6
6.25,200,78051,100,100,100,20.85,1197,83.14,5,6
10.75,200,19000,100,100,100,13,1591,121.3,5,3
4.8,100,46000,100,100,100,18,1198,86.7,5,8
4.5,100,90000,100,200,100,20.77,1248,88.76,7,10
2,200,70000,100,200,100,21.9,1396,90,5,11
3.9,200,35887,100,100,200,23.1,998,67.04,5,6
2.3,200,68000,100,100,100,16,1198,90,5,12
4.25,200,32000,100,100,100,23.1,998,67.04,5,8
4.9,200,59000,100,200,100,20.14,1498,88.5,5,8
10.9,200,33000,100,200,100,22,1582,126.2,5,4
2.65,200,12000,100,100,100,18.9,998,67.1,5,10
2.6,100,47000,100,200,100,22.1,1248,74,5,9
3.45,100,70000,100,100,100,23.01,999,67,5,5
6,200,35000,100,100,100,17.4,1497,117.6,5,7
3,100,40000,100,100,100,20.51,998,67.04,5,8
6.99,200,44000,100,200,100,16.55,2498,105,6,5
4,100,15000,100,100,100,19.4,1198,86.8,5,7
4.89,100,43000,100,100,100,15.04,1598,103.2,5,7
5.25,100,30000,100,100,100,18.9,1197,81.86,5,4
5.3,100,9605,100,100,100,19.83,1198,67,7,4
5.6,200,78409,100,100,200,16.5,1499,110,5,8
7.5,100,25000,100,200,100,21.5,1497,108.5,5,3
1.6,100,80000,100,100,100,20.36,1197,78.9,5,12
3.25,200,90021,100,100,100,14.28,1798,138.03,5,14
3.5,100,40000,100,100,100,18.44,1198,75,5,6
4.4,100,80000,100,100,100,17.8,1198,86.7,5,5
5.15,100,33100,100,100,100,21.4,1197,83.1,5,4
4.5,100,50000,100,100,200,15.74,1591,121.3,5,11
4.2,200,5000,100,100,100,23.95,998,67.05,5,3
9.75,100,61400,100,100,200,14.28,1798,138.03,5,7
8.5,200,62000,100,200,100,25.1,1248,88.5,5,4
17.5,200,51000,100,200,200,17.68,1968,174.33,5,9
5.5,200,15000,100,100,200,18.9,1197,82,5,5
3.8,100,37000,100,100,100,18.16,1196,86.8,5,6
1.55,200,65000,100,100,100,18.2,998,67.1,5,14
2.4,200,34402,100,100,100,19.81,1086,68.05,5,13
3.65,100,21400,100,100,100,23.01,999,67,5,4
5.75,200,30000,100,100,200,18.9,1197,81.86,5,5
7.8,200,36951,100,200,100,24.7,1498,98.63,5,4
5.25,200,50000,100,200,100,19.3,1248,73.9,5,6
7.5,100,50000,100,200,100,19.67,1582,126.2,5,6
3.25,100,40000,100,100,100,19.81,1086,68.05,5,7
2.45,200,32000,100,100,100,20.71,799,53.26,5,7
6,100,100000,100,100,100,17.4,1497,117.3,5,8
2.55,200,44000,100,100,100,19.02,1198,67.05,5,5
8,200,64907,100,200,100,19.67,1582,126.2,5,7
5.5,200,66983,100,100,100,17.4,1497,117.3,5,7
2.5,100,60000,100,200,100,25,1396,69.01,5,8
2.2,200,38256,100,100,100,15.6,1196,70,5,11
3.75,100,5000,100,100,100,25.17,799,53.3,5,3
6.25,200,23228,100,100,100,17.43,1396,105.5,5,5
2.75,200,50000,100,100,100,14.7,1999,115,5,13
4.5,100,5000,100,100,100,19.1,1197,82,5,8
1.68,100,16300,100,100,100,19.7,796,46.3,5,11
8.5,100,50000,100,200,100,21.13,1498,108.6,5,5
3.54,100,7830,100,100,100,20.51,998,67.04,5,7
10.25,100,18000,100,200,100,17.3,1497,121,7,3
7.55,100,10000,100,200,100,28.4,1248,74.02,5,3
3.1,100,50000,100,100,200,16.8,1497,118,5,12
3.5,100,70000,100,200,100,21.02,1248,88.76,5,8
5.45,200,65000,100,100,100,17.19,1197,81.86,5,6
1.3,100,57000,100,100,100,19,998,67.1,5,12
15.49,200,52000,100,200,100,16.3,1956,170,5,5
2.7,100,60000,100,100,100,23.95,998,67.05,5,6
5.7,200,35000,100,100,100,17.8,1497,117.3,5,7
1.21,100,53000,100,100,100,18.9,1061,67,5,15
3.25,200,33135,100,100,100,18.5,1197,80,5,9
2.3,100,7000,100,100,100,15.37,1196,73,7,12
0.85,100,110000,100,100,100,19.7,796,46.3,5,14
5.9,200,55555,100,100,100,17,1497,118,5,6
6.25,200,48000,100,200,100,24,1186,73.97,5,4
3.1,100,15000,100,100,100,24.7,796,47.3,5,3
1.5,100,29000,100,100,100,19.7,796,46.3,5,12
4.5,100,25000,100,100,200,16.9,1197,81.86,5,8
4.1,200,42715,100,100,100,18.9,1197,82,5,7
6.75,200,67238,100,200,100,28.09,1248,88.5,5,5
5.5,100,100000,100,200,100,22.54,1396,88.73,5,6
4.5,100,35000,100,100,100,18.15,1198,82,6,5
6,200,65238,100,200,100,22.7,1498,89.84,5,8
5.5,200,37000,100,100,200,19.12,1373,91.1,5,6
1.65,100,20000,100,100,100,19,998,67.1,5,13
3,200,48000,100,100,100,18.5,1198,86.8,5,7
5.25,200,25000,100,200,100,22.54,1396,88.73,5,7
3,200,17000,100,100,100,25.17,799,53.3,5,5
3.5,200,115000,100,200,100,20,1399,68,5,10
6,100,35000,100,200,100,26.59,1248,74,5,6
8.5,200,45000,100,200,100,21.43,1364,86.79,5,6
14.25,200,6345,100,200,100,16.36,2179,140,7,4
5,100,60000,100,100,100,18.6,1197,81.83,5,7
4.7,200,74357,100,100,100,17,1197,80,5,10
2.25,100,80000,100,200,100,23.08,1461,63.1,5,9
6,100,25000,100,100,100,17.19,1197,81.86,5,4
2.99,200,37865,100,100,100,16.95,1498,97.6,5,8
3.45,200,65000,100,200,100,25.32,1198,77,6,6
5.8,100,100000,100,200,100,28.4,1248,74,5,5
3.5,200,23000,100,100,100,16.47,1198,73.9,5,9
6.8,100,47000,100,200,100,21.5,1497,108.5,5,4
5.5,200,27000,100,100,100,17.43,1396,105.5,5,6
10.5,200,18000,100,200,100,23,1498,98.96,5,4
7.5,100,5000,100,100,100,17,1198,108.5,5,2
5.2,200,54000,100,200,100,22.7,1498,89.84,5,8
2.4,100,40000,100,200,100,21.1,1248,73.9,5,12
6.25,200,51430,100,200,100,19.87,1461,83.8,5,5
2.6,200,79655,100,100,100,21.1,814,55.2,5,7
6.25,200,36000,100,100,100,17.5,1199,88.7,5,5
5.15,200,60000,100,100,100,18.6,1197,81.83,5,6
2.45,200,35000,100,100,100,20.36,1197,78.9,5,10
11.5,200,9000,100,100,200,18,1497,117.6,5,3
6,100,3800,100,100,100,20.7,1197,81.86,5,2
3.3,100,40000,100,300,100,26.6,998,58.16,5,5
3.4,200,20914,100,100,100,23.01,999,67,5,5
4.25,200,45455,100,100,100,18.9,998,67.1,5,4
6.2,100,70000,100,100,200,18.1,1199,88.7,5,4
5.7,100,20000,100,100,100,20.89,1197,81.8,5,4
1.1,100,46000,100,100,100,19.7,796,46.3,5,15
4.7,100,15000,100,100,100,16.8,1497,116.3,5,9
5.5,100,47700,100,200,100,21.66,1498,108.62,5,5
5.4,200,20000,100,100,100,17.19,1197,81.86,5,6
10.5,100,28600,100,200,100,23.7,1396,88.7,5,3
3,100,90000,100,100,100,20.51,998,67.04,5,7
9.6,100,30000,100,100,200,20.28,1462,103.25,5,3
4,100,90000,100,100,100,20.51,998,67.04,5,7
7.57,100,15000,100,200,100,28.4,1248,74.02,5,3
3.25,100,30000,100,100,100,19.81,1086,68.05,5,6
5.75,200,45000,100,200,100,25.1,1498,98.6,5,7
3.3,100,40000,100,100,200,19.34,1198,76,5,8
4,100,50000,100,100,100,23.84,1199,84,5,5
2,100,35000,100,100,100,19,998,66.1,5,12
2.85,200,13000,100,100,100,22.7,799,53.64,5,6
2.35,100,13000,100,100,100,21.1,814,55.2,5,8
5,100,45400,100,200,100,21.2,1248,75,5,7
4,200,40346,100,100,100,16.47,1198,74,5,7
8.95,200,40000,100,100,100,13.1,1798,157.75,5,7
5.3,100,25000,100,100,100,20.14,1197,81.86,5,3
9.5,100,18500,100,100,100,17,1497,121.31,5,3
5.25,200,18000,100,100,100,20.73,1373,91.1,5,6
2.4,100,70000,100,100,100,16.1,1197,85,5,11
5,200,62000,100,100,100,18.6,1197,81.83,5,6
1.49,200,44000,100,200,100,25,1396,69,5,10
4.6,100,18000,100,100,100,18.9,1197,81.86,5,5
3.5,200,63554,100,100,100,20.51,998,67.04,5,6
6.8,200,32000,100,200,100,25.1,1248,88.5,5,5
2,200,55756,100,100,100,19.81,1086,68.05,5,15
4.25,200,21860,100,100,100,23.84,1199,84.48,5,3
4.4,100,20000,100,100,100,23.84,1199,84,5,4
7.4,100,40000,100,200,100,28.4,1248,74.02,5,4
2.15,100,17728,100,100,100,18.5,1197,80,5,11
4.75,200,60000,100,200,100,28.4,1248,74,5,8
2.25,200,54263,100,200,100,20,1399,68,5,11
8.5,200,130000,100,200,100,15.1,2179,140,7,10
2.05,100,40000,100,100,100,21.1,814,55.2,5,8
1,100,89346,100,100,100,17.92,1086,63,5,14
4.14,100,110000,100,200,100,23.5,1498,90,5,9
9,100,40000,100,200,100,24.3,1248,88.5,5,3
5,100,110000,100,200,100,25.2,1248,74,5,6
7.6,100,120000,100,100,100,17.3,1497,117.3,7,7
7.55,100,4200,100,100,100,17,1198,108.5,5,4
3.25,200,40000,100,100,100,23.95,998,67.05,5,7
4.25,100,30000,100,100,100,20.51,998,67.04,5,4
8.9,100,50000,100,200,100,14.1,2179,147.94,7,5
3.24,200,36000,100,100,100,18.5,1197,82.9,5,9
1.8,200,29000,100,100,100,19.7,796,46.3,5,11
4.5,100,90000,100,100,100,22,1197,81.8,5,5
2.75,100,80000,100,200,100,20.8,1461,64.1,5,9
6.5,200,18000,100,100,100,20.85,1197,83.14,5,4
2,100,78200,100,200,100,23.57,1396,70,5,11
11.99,200,32000,100,100,200,14.62,1999,149.92,5,4
3.22,100,20000,100,100,100,24.7,796,47.3,5,4
7.9,100,64000,100,200,100,24.3,1248,88.5,5,4
4,100,36000,100,100,100,18.15,1198,82,5,6
5.5,100,30000,100,100,100,22,1197,81.8,5,4
7,100,25000,100,100,100,21.4,1197,83.1,5,4
11.9,100,11840,100,100,100,17,1197,110,5,3
9,200,31123,100,200,100,23.65,1248,88.5,5,4
3.69,200,37145,100,100,100,19.1,1197,82,5,8
9.25,100,5000,100,100,100,17.5,1199,88.7,5,2
2.29,200,38600,100,100,100,20.92,998,67.1,5,9
5.5,100,50000,100,200,100,20.45,1461,83.8,5,7
1.4,100,82000,100,200,100,19.4,1405,70,5,9
9.25,300,20234,100,100,100,15.8,1591,121.3,5,6
9,100,80000,100,200,100,15.4,1997,120,7,7
2.45,100,50000,100,200,100,23.03,1396,69,5,10
8.6,100,85000,100,200,100,19.67,1582,126.2,5,7
3.5,100,20000,100,100,100,18.9,998,67.1,5,12
5,100,100000,100,200,100,26.59,1248,74,5,7
6.75,200,72000,100,200,100,22.7,1498,89.84,5,7
3.35,100,5000,100,100,100,21.1,814,55.2,5,5
4.75,100,26000,100,100,100,20.85,1197,83.14,5,7
3.5,100,30000,100,100,100,23.01,999,67,5,3
3.5,100,40000,100,100,100,14.6,1368,112,5,11
6.25,100,30000,100,100,100,17.4,1497,117.3,5,8
2.52,100,31000,100,100,100,19.81,1086,68.05,5,10
6,100,80000,100,200,100,25.1,1498,98.6,5,7
4,100,15000,100,100,100,21.63,998,67,5,4
7.25,200,97643,100,200,100,19.01,1461,108.5,5,8
3,200,37604,100,100,100,20.92,998,67.1,5,8
2.5,100,50000,100,100,100,15.37,1196,73,7,8
4.15,200,42000,100,200,100,22.32,1582,126.32,5,9
5.45,200,35000,100,100,100,18.5,1197,82.85,5,5
6.5,200,48000,100,200,100,26,1498,98.6,5,7
3.5,100,50000,100,100,100,15.37,1196,73,7,6
9.75,200,5972,100,200,100,21.7,1498,98.96,5,4
5.5,200,51000,100,100,100,17.4,1497,117.3,5,7
14.75,200,60060,100,200,200,13.5,2477,175.56,7,7
7.75,200,12000,100,100,100,18.6,1197,81.83,5,5
2.1,100,50000,100,100,100,22.74,796,47.3,5,8
3.8,100,80000,100,200,100,20.45,1461,83.8,5,9
6,100,110000,100,200,100,26,1498,98.6,5,8
5.5,200,63000,100,200,100,20.45,1461,83.8,5,7
15.75,100,71000,100,200,100,13.68,2393,147.8,7,5
3.8,100,15000,100,100,100,18.2,1199,82.4,5,7
11.35,200,82000,100,200,100,19.67,1582,126.2,5,4
7.5,100,10000,100,200,100,18.49,1493,100,7,4
3.71,200,47000,100,200,100,23.4,1248,74,5,10
4,200,32455,100,100,100,23.84,1199,84,5,5
9.5,200,72000,100,200,100,19.67,1582,126.2,5,7
7.1,100,15000,100,100,100,22,1197,81.8,5,3
2.76,100,50000,100,100,100,23.95,998,67.05,5,6
5.5,100,20000,100,100,100,17,1198,108.5,5,5
4,100,70000,100,100,100,20.51,998,67.04,5,8
4.8,200,13000,100,100,100,16.2,1199,74,5,3
1.8,200,64022,100,100,100,17.92,1086,62.1,5,14
6.7,100,110000,100,200,100,22.54,1396,88.73,5,5
1.5,100,80000,100,100,100,21.1,814,55.2,5,10
3.63,100,30000,100,100,100,23.95,998,67.05,5,3
6.25,100,78000,100,200,100,26.21,1248,88.5,5,8
2.1,100,40000,100,100,100,21.1,814,55.2,5,7
4,100,70000,100,200,100,25.83,1498,99,5,6
4.49,200,10487,100,100,100,18.6,1197,81.83,5,6
3.69,200,55200,100,200,100,19.3,1461,84.8,7,9
3.49,200,34900,100,200,100,21.14,1498,103.52,5,8
2.4,200,13512,100,100,100,21.1,814,55.2,5,8
7.8,100,55000,100,200,100,18.49,1493,100,7,6
3.25,100,100000,100,200,100,19.01,1461,108.45,5,9
3.8,100,45000,100,100,100,17,1197,80,5,10
4.6,100,58000,100,100,100,19.1,1197,82,5,8
7.4,100,50000,100,200,100,28.4,1248,74.02,5,5
8.8,200,39000,100,200,100,24.3,1248,88.5,5,5
12,100,40000,100,200,100,16.36,2179,140,7,4
6.25,100,50000,100,100,100,19,1194,94.68,5,4
2.64,100,35000,100,200,100,17.8,1399,68,5,12
6,100,8600,100,100,100,20.89,1197,81.8,5,5
5,200,35000,100,100,100,18.16,1196,86.8,5,6
6.99,200,48000,100,100,200,16.5,1499,110,5,6
7.1,200,55000,100,200,100,25.47,1248,88.5,7,9
5,100,120000,100,200,100,26.59,1248,74,5,6
2.5,100,60000,100,200,100,19.09,1405,69.01,5,7
6,100,35000,100,100,100,21.4,1197,83.1,5,5
1.5,100,87743,100,100,100,19.7,796,46.3,5,12
1.1,200,60000,100,200,100,21.12,1248,88.8,5,11
2.45,200,51630,100,200,100,25.32,1198,77,6,6
6.8,200,64000,100,200,100,18.49,1493,100,7,6
7.25,200,43000,100,200,100,15.1,2179,140,7,8
4.25,100,44000,100,100,100,18,1197,82,5,6
5.25,200,130000,100,200,100,20.14,1498,88.73,5,6
2.1,100,50000,100,100,100,20.36,1197,78.9,5,12
7.5,100,100000,100,200,100,14.1,2179,153.86,7,6
4.7,100,12000,100,100,100,23.84,1199,84,5,3
5.95,200,59170,100,200,100,16.5,1493,70,7,5
1.6,200,41000,100,100,100,19.7,796,46.3,5,12
10,100,10000,100,200,100,23.7,1493,98.6,5,2
3.05,100,50000,100,100,100,23.1,998,67.04,5,7
4.35,100,32000,100,100,100,21.79,998,67.05,5,4
2.5,100,80000,100,100,100,17,1197,80,5,12
1.5,100,90000,100,200,100,20,1399,68,5,10
3,100,75000,100,100,200,12.6,1586,103.2,5,13
7.55,200,82001,100,200,100,15.1,2179,140,7,8
2.37,200,33000,100,100,100,22.74,796,47.3,5,8
6.25,100,35000,100,100,100,18.6,1197,81.83,5,5
2.2,100,60000,100,100,100,21.1,814,55.2,5,9
3.25,100,80000,100,300,100,19,1197,85.8,5,7
4.2,100,35000,100,100,100,18.9,1197,82,5,6
4.4,200,63407,100,200,100,20,1399,68.05,5,8
16.05,100,27300,100,200,200,15.1,2179,152.87,7,4
2.7,200,38501,100,100,100,21.1,814,55.2,5,9
13.5,100,50000,100,200,100,15.1,2179,152.87,7,4
2.8,200,32000,100,100,100,24.7,796,47.3,5,4
6.3,100,25000,100,100,100,17.5,1373,91.1,7,5
2.5,100,5000,100,100,100,25.17,799,53.3,5,7
2.35,200,52000,100,100,100,20.36,1197,78.9,5,9
1.85,100,36000,100,100,100,15.6,1196,70,5,11
2.75,200,53000,100,100,100,21.5,1197,81.8,5,10
4.67,100,29000,100,100,100,18.9,1197,81.86,5,5
3.25,200,82000,100,200,100,23.59,1364,67.06,5,8
